Source,Target,Type,Id,Label,timeset,Weight,,,Id,Label
Huffington Post,sfchronicle.com,Directed,501,,,1,,,,
Huffington Post,FiveThirtyEight,Directed,502,,,1,,,,
Huffington Post,NBC News,Directed,503,,,1,,,,
Huffington Post,Brennan Center for Justice,Directed,504,,,1,,,,
Huffington Post,CNBC,Directed,505,,,1,,,,
Huffington Post,Reuters,Directed,506,,,1,,,,
Huffington Post,Wall Street Journal,Directed,507,,,1,,,,
Huffington Post,Texas Tribune,Directed,508,,,1,,,,
Huffington Post,Google Noticias,Directed,509,,,1,,,,
Huffington Post,democraticredistricting.com,Directed,510,,,1,,,,
cis.org,census.gov,Directed,511,,,23,,,,
cis.org,Pew Research,Directed,512,,,9,,,,
cis.org,heritage.gov,Directed,513,,,4,,,,
cis.org,New York Times,Directed,514,,,3,,,,
cis.org,factfinder.census.gov,Directed,515,,,2,,,,
cis.org,documentcloud.org,Directed,516,,,1,,,,
cis.org,YouTube,Directed,517,,,1,,,,
cis.org,Breitbart,Directed,518,,,1,,,,
cis.org,commerce.gov,Directed,519,,,1,,,,
cis.org,Reuters,Directed,520,,,1,,,,
cis.org,Washington Times,Directed,521,,,1,,,,
The Conversation US,census.gov,Directed,522,,,30,,,,
The Conversation US,New York Times,Directed,523,,,11,,,,
The Conversation US,Pew Research,Directed,524,,,6,,,,
The Conversation US,NPR,Directed,525,,,5,,,,
The Conversation US,Washington Post,Directed,526,,,4,,,,
The Conversation US,documentcloud.org,Directed,527,,,4,,,,
The Conversation US,propublica.org,Directed,528,,,2,,,,
The Conversation US,18364,Directed,529,,,2,,,,
The Conversation US,brookings.edu,Directed,530,,,2,,,,
The Conversation US,The Atlantic,Directed,531,,,2,,,,
The Conversation US,NBC News,Directed,532,,,2,,,,
The Conversation US,Politifact,Directed,533,,,2,,,,
The Conversation US,CNN,Directed,534,,,1,,,,
The Conversation US,bls.gov,Directed,535,,,1,,,,
The Conversation US,USA Today,Directed,536,,,1,,,,
The Conversation US,Vox,Directed,537,,,1,,,,
The Conversation US,journals.sagepub.com,Directed,538,,,1,,,,
The Conversation US,citylab.com,Directed,539,,,1,,,,
The Conversation US,CNBC,Directed,540,,,1,,,,
The Conversation US,Texas Tribune,Directed,541,,,1,,,,
The Conversation US,Miami Heral,Directed,542,,,1,,,,
The Conversation US,civilrights.org,Directed,543,,,1,,,,
USA Today,census.gov,Directed,544,,,31,,,,
USA Today,Twitter,Directed,545,,,24,,,,
USA Today,1755,Directed,546,,,11,,,,
USA Today,Pew Research,Directed,547,,,4,,,,
USA Today,commerce.gov,Directed,548,,,4,,,,
USA Today,FiveThirtyEight,Directed,549,,,2,,,,
USA Today,democraticredistricting.com,Directed,550,,,2,,,,
USA Today,Miami Heral,Directed,551,,,2,,,,
USA Today,factfinder.census.gov,Directed,552,,,1,,,,
USA Today,New York Times,Directed,553,,,1,,,,
USA Today,Washington Post,Directed,554,,,1,,,,
USA Today,documentcloud.org,Directed,555,,,1,,,,
USA Today,18364,Directed,556,,,1,,,,
USA Today,brookings.edu,Directed,557,,,1,,,,
USA Today,Politico,Directed,558,,,1,,,,
USA Today,sfchronicle.com,Directed,559,,,1,,,,
USA Today,Guardian US,Directed,560,,,1,,,,
USA Today,The Conversation US,Directed,561,,,1,,,,
USA Today,wnymedia.net,Directed,562,,,1,,,,
Vox,census.gov,Directed,563,,,34,,,,
Vox,New York Times,Directed,564,,,7,,,,
Vox,Pew Research,Directed,565,,,6,,,,
Vox,factfinder.census.gov,Directed,566,,,4,,,,
Vox,Washington Post,Directed,567,,,4,,,,
Vox,ballotpedia.org,Directed,568,,,4,,,,
Vox,Economic Policy Institute,Directed,569,,,4,,,,
Vox,FiveThirtyEight,Directed,570,,,4,,,,
Vox,The Atlantic,Directed,571,,,3,,,,
Vox,journals.sagepub.com,Directed,572,,,3,,,,
Vox,Wikipedia,Directed,573,,,2,,,,
Vox,brookings.edu,Directed,574,,,2,,,,
Vox,YouTube,Directed,575,,,2,,,,
Vox,NBC News,Directed,576,,,2,,,,
Vox,CNBC,Directed,577,,,2,,,,
Vox,Texas Tribune,Directed,578,,,2,,,,
Vox,Twitter,Directed,579,,,1,,,,
Vox,documentcloud.org,Directed,580,,,1,,,,
Vox,CNN,Directed,581,,,1,,,,
Vox,propublica.org,Directed,582,,,1,,,,
Vox,18364,Directed,583,,,1,,,,
Vox,Mother Jones,Directed,584,,,1,,,,
Vox,Guardian US,Directed,585,,,1,,,,
Vox,The Sacramento Bee,Directed,586,,,1,,,,
Vox,USA Today,Directed,587,,,1,,,,
Vox,Brennan Center for Justice,Directed,588,,,1,,,,
Vox,Google Noticias,Directed,589,,,1,,,,
citylab.com,census.gov,Directed,590,,,6,,,,
citylab.com,New York Times,Directed,591,,,3,,,,
citylab.com,Washington Post,Directed,592,,,2,,,,
citylab.com,Huffington Post,Directed,593,,,2,,,,
citylab.com,Mother Jones,Directed,594,,,2,,,,
citylab.com,The Atlantic,Directed,595,,,2,,,,
citylab.com,FiveThirtyEight,Directed,596,,,2,,,,
citylab.com,Twitter,Directed,597,,,1,,,,
citylab.com,propublica.org,Directed,598,,,1,,,,
citylab.com,brookings.edu,Directed,599,,,1,,,,
citylab.com,Breitbart,Directed,600,,,1,,,,
citylab.com,sfchronicle.com,Directed,601,,,1,,,,
citylab.com,ballotpedia.org,Directed,602,,,1,,,,
citylab.com,heritage.gov,Directed,603,,,1,,,,
citylab.com,Texas Tribune,Directed,604,,,1,,,,
citylab.com,civilrights.org,Directed,605,,,1,,,,
Google Noticias,census.gov,Directed,606,,,5,,,,
Google Noticias,Washington Post,Directed,607,,,5,,,,
Google Noticias,New York Times,Directed,608,,,4,,,,
Google Noticias,Twitter,Directed,609,,,3,,,,
Google Noticias,documentcloud.org,Directed,610,,,2,,,,
Google Noticias,Huffington Post,Directed,611,,,2,,,,
Google Noticias,18364,Directed,612,,,2,,,,
Google Noticias,factfinder.census.gov,Directed,613,,,1,,,,
Google Noticias,Pew Research,Directed,614,,,1,,,,
Google Noticias,CNN,Directed,615,,,1,,,,
Google Noticias,The Sacramento Bee,Directed,616,,,1,,,,
Google Noticias,USA Today,Directed,617,,,1,,,,
Google Noticias,FiveThirtyEight,Directed,618,,,1,,,,
Google Noticias,NBC News,Directed,619,,,1,,,,
Google Noticias,wnymedia.net,Directed,620,,,1,,,,
Google Noticias,Miami Heral,Directed,621,,,1,,,,
journals.sagepub.com,census.gov,Directed,622,,,7,,,,
journals.sagepub.com,factfinder.census.gov,Directed,623,,,3,,,,
journals.sagepub.com,Pew Research,Directed,624,,,3,,,,
journals.sagepub.com,USA Today,Directed,625,,,2,,,,
journals.sagepub.com,The Atlantic,Directed,626,,,1,,,,
propublica.org,census.gov,Directed,627,,,15,,,,
propublica.org,documentcloud.org,Directed,628,,,12,,,,
propublica.org,Washington Post,Directed,629,,,4,,,,
propublica.org,Politico,Directed,630,,,2,,,,
propublica.org,commerce.gov,Directed,631,,,2,,,,
propublica.org,CNN,Directed,632,,,1,,,,
propublica.org,Huffington Post,Directed,633,,,1,,,,
propublica.org,Breitbart,Directed,634,,,1,,,,
propublica.org,Brennan Center for Justice,Directed,635,,,1,,,,
